mixing_rate_rpm,colour_removal_,turbidity_removal_,mixing_time_min,coagulant_vol,nitrate_concppm,iron_concppm,ph,doppm,salinityppt,initial_ph,tds_ppt
90.0,81.78,2.0,4.0,4.0,9.65,8.875,6.9,11.35,12.8,9.0,1.5
90.0,81.78,2.1,4.0,4.0,9.65,8.875,6.9,11.35,12.8,10.0,1.7
90.0,100.0,17.1,4.0,4.0,9.65,8.875,6.9,11.35,12.8,4.0,0.572
90.0,100.0,17.1,4.0,4.0,9.65,8.875,6.9,11.35,12.8,5.0,0.331
90.0,55.0,17.1,4.0,4.0,9.65,8.875,6.9,11.35,12.8,6.0,0.231
90.0,28.0,17.1,4.0,4.0,9.65,8.875,6.9,11.35,12.8,7.0,0.19
90.0,48.0,17.1,4.0,4.0,9.65,8.875,6.9,11.35,12.8,8.0,0.16
90.0,89.0,17.1,4.0,4.0,9.65,8.875,6.9,11.35,12.8,9.0,0.506
90.0,100.0,17.1,4.0,4.0,9.65,8.875,6.9,11.35,12.8,10.0,0.534
69.69802811815266,77.41449029205151,91.13257806548,3.793668656266142,3.977508065509105,11.6190214795179,14.227653101499092,4.134806661084446,12.11853555068278,13.570221053790508,6.745933902198181,0.7879383534084676
113.50202974164324,74.06010446321947,87.17760879930351,4.768328621343676,3.8247834424621607,9.234750343006525,6.280210583135955,9.943856075988148,10.490562445886724,12.831408030632645,7.301345871705223,0.7417539524836374
72.22787636579105,90.17290469694272,84.54309145256612,4.1217637793761766,4.269502104841349,11.388478060553474,7.479185035977744,10.0,11.594183981860748,13.100149595390176,7.150081504332547,0.7765627259806472
96.36067840327624,68.18670632051607,52.15340556261317,0.4078065697906814,3.998612943404285,5.493487811900753,10.363511026778696,4.0,11.489234843050127,12.986697413930706,6.801218580092967,0.7569565536183687
100.77955222435342,74.57400137452035,64.09579316956417,2.067009605176413,3.976881251476831,8.827403072910396,6.493242978028675,8.161367582655206,11.134469970679694,12.051813378171031,7.041550601731611,0.703148000951931
92.71894423670308,83.14708680281812,83.81094340918331,2.702609859507809,4.0997764494150974,13.885452526454229,9.029445568077092,5.886789790383375,11.357950919995424,12.52285070575572,6.937355598483144,0.7487075188105897
88.03245932036846,77.7374101896501,85.9063671820509,3.8880697346175785,4.303706324145446,8.696853705319699,13.050439253157958,6.312549584644224,11.70920659033768,12.328479306926866,6.804056248363679,0.7019150106582719
89.75667819020002,91.76780535210558,92.82218571723786,5.402161119376602,4.0847291162771295,0.0,10.1769828375391,4.0,11.58892969849352,12.181742634773729,6.88647464431228,0.6624299502294813
89.13939885861247,88.63746843868249,85.17436879951845,2.6797011442439773,4.503796144128806,10.544792406220225,8.11920585010612,7.202535605270539,11.880851131656552,12.565648969560415,6.814983878846823,0.7249746034718344
97.75356130848472,93.19319215684445,94.9949760535106,4.5392302737759325,3.757478455495087,8.258717475085165,4.636085197519649,7.704393621160446,11.304459866996453,12.748134239728383,6.9016660727591965,0.717507793029854
83.35523623303706,98.63737646079788,90.70735907044472,6.319190026963374,3.773640387913919,14.206191618713811,5.112165367341401,6.0446235840012,12.280619280102286,14.256244866182188,6.988067042180512,0.7314257319328608
86.09690895702477,86.88319805092998,94.8349394063426,8.010231018632103,4.044033705858138,15.754608900612212,11.775511752501217,4.0,10.945603990364368,13.28332444042555,6.977911477937639,0.7123142135295779
80.62788828067845,93.4470091543982,94.69867699453926,9.858223428857452,3.899740102787923,10.722425859257267,9.038057834399815,10.0,12.050013477618643,12.353719879932488,6.902822918350568,0.7349834045872766
73.55487053380148,93.94498269708454,19.60887962076434,4.176271364680769,3.669115630305999,10.966247589404595,5.835051483121786,7.377646257181337,11.508785658256071,13.215883080475988,7.14943007830397,0.6986084469056163
101.5196407692284,16.226103088593877,15.433902320446418,4.490065246124762,0.7376017954410733,20.938807676622197,4.99276060655301,4.0,4.311324020516719,4.156802243019329,7.065965459959643,0.7359487508717678
96.46513547777036,22.427084087647103,11.533871293701637,3.809499006626329,1.9673645489248024,0.0,8.392110909429336,5.364091502659322,6.598980260513939,7.805468911684337,6.873642282535282,0.8049057517898194
86.4234472493499,29.294878193620075,15.84142549050783,4.103969793133186,2.954108027341311,0.0,11.011836201208558,9.226580817389804,8.082976536038453,9.574595915998566,6.949055452336482,0.7576490714920474
71.96244916208859,28.92083108964957,17.54657305004357,4.214228279951743,4.078184104948906,0.0,9.116101268490112,6.71745081778212,10.399457728572974,11.945453305882394,7.014211511318363,0.7732272059645815
84.26493583725403,54.67478286703283,8.114762582963976,3.7967919370570127,5.201371099413644,4.909496347062363,13.704817579498505,4.0,12.528680955668593,14.201989406776466,6.962322220848611,0.8192152383085226
95.63081506729569,55.93490517285068,16.13902358077547,3.846427352435886,5.985255713304654,0.0,6.762598323660709,8.534368283897617,13.81527904656324,15.70005255722652,6.851642759355481,0.7219374073045257
91.78376512462664,100.0,17.563477137254225,3.923472589465249,6.861774535408096,3.899633955242314,3.4089146292564085,8.486273927745838,20.09572309549237,22.96260468860923,7.489304773095486,0.7288190726066727
87.66110542208364,6.270888123005817,16.13663544252719,3.946162516990231,3.9662974447302046,7.81079087276986,8.716075790248754,10.0,20.783568460110875,23.01669452569317,7.091082931679164,0.7172055664998582
92.26757341021052,83.44282753694225,0.0,3.873767579866378,3.726930416007452,10.153221583106276,11.720982895374126,7.444725227025726,11.081053770961772,12.68704908318453,4.0,0.8802131374216001
93.17021247491964,75.42175709316068,5.561152685396918,4.144335118755884,3.912491406724563,10.595487357606109,13.281307639220284,4.191003660613289,11.610998686836822,12.548876962704682,5.087792776943189,1.0233205967200762
92.9691170199073,78.8850749481102,0.5638112959910674,3.7155808432443753,3.937800271072147,12.0151187850541,9.321756376322352,8.000479526720063,11.172341613661272,12.606164554650402,5.905121841133705,1.05146299326303
88.89801533600112,63.587370876204034,0.1595444985499623,4.270147541516009,3.99760676432388,9.2103595314551,10.479537073797935,6.517648548831185,11.514723501675483,13.516825244816983,6.976237466157564,1.1094454897913049
87.36221684138398,77.1313149650928,0.0,3.65590005594213,4.29881284177186,9.363647487552983,8.262979647806091,6.139945523889584,11.502543863396156,12.851037363562831,8.239362036816406,1.6069392415231625
100.60081549951016,89.57783016874069,2.938810791391524,3.864259289891226,3.972001992716928,14.276625549985363,8.814128915825227,6.93352845398982,12.251991514598906,12.991941825787496,9.271056988433648,1.4959513564450864
89.8098547124293,76.4349230204863,3.283784934563336,4.179089138307683,3.850564319869829,13.035157598334417,6.6920650292067325,10.0,11.49006070088594,14.016506322000584,10.0,1.659735681342889
95.830898842337,100.0,16.301789420831184,3.6373096966802,3.9663370514255454,17.457587315059317,8.618921483742458,6.732265132659199,11.671207479366965,12.418928804142936,4.249033170279086,0.58069357638483
85.00266138478995,98.05299857152292,21.58365215488553,4.063031470608122,3.97665060813868,6.437237763870183,7.874674720913535,8.35622487574295,11.072980756204515,12.95192560635539,5.088072035031151,0.3625082972999845
75.71104741084119,49.674150725445706,12.63240963906694,3.8223379421350527,4.145612298558264,12.618632370697906,2.003308576396236,8.277599958728292,10.30336359690862,13.577869382550537,5.841705798254412,0.2344393433721272
86.64308866565652,27.60852974184737,17.497557948476256,4.050979003481364,3.6549973423165047,1.002831376650594,11.136708234866258,7.106546297571789,10.268464323435296,12.044586529776268,6.881386883590512,0.1252554558477252
76.90194584467474,50.82405800040468,15.875006158048574,3.430879577754374,4.138547755929992,10.46414845102206,8.11570945981463,10.0,11.822891074966186,13.314400545961304,7.759453348483231,0.1535640644120889
96.98803925472966,85.2128056008387,13.965227498534755,4.239117965425191,4.184865314369907,3.2577760264891635,5.58138637484968,7.932392624069068,12.251763260077947,13.083635358479793,9.08021294573336,0.4974410448388283
93.2476138283182,88.17425584215826,16.9987781055332,3.795917355528839,3.8035908570249575,9.883134654848048,9.066960219242644,6.538190725478874,10.55578520323757,12.34682295161046,9.951946212936358,0.4894706686336504
105.90372554551595,92.87251577525072,87.08381990443418,4.363281432390617,4.2446534174498565,11.708629278875808,12.827637349043318,7.361947915789078,11.131452257204108,11.21269363109013,7.065630434495766,0.7809497361745993
66.75385404062304,97.37669516739076,99.764920384802,4.167532281756868,3.988904926523357,8.678449071806858,13.175344953127022,7.516215110228697,11.70087180028484,12.703251215016966,7.047215778462409,0.7471897652975756
74.2757309947894,84.9967558117923,84.00570906900518,3.647547998280391,4.119513154156208,10.276733379740977,9.56803829168262,5.711878068401502,11.903733875205766,12.177919329017188,7.073962406583684,0.6411707992305677
102.51822262154832,74.11429039731087,53.45890516436866,0.9768247231187251,3.766686074674664,14.471997923964746,9.34025683452052,10.0,11.91591067180105,13.346789083705582,6.746273206904951,0.7282017950470803
76.69145933821522,79.97227838696396,60.99214780481497,1.8649280415055172,3.954251514296441,10.81710861781672,4.926990133820912,7.28265667524373,11.93124869278376,13.266281979548683,6.99418349225654,0.713769591213004
75.11607954129343,87.6181639526935,79.17326940676479,3.318618404586923,3.871600314868698,12.751377348155724,4.239587658166038,6.687707718276987,11.429786286855594,11.87528202863836,7.063930671782836,0.7248783156509758
86.61825136356323,84.07602607767146,89.15189677776807,3.929298613589365,3.8145583329729855,3.731876392079968,6.08932372376017,8.24691116204661,12.239497479103257,12.590263858130944,6.96649361271633,0.7753901916221067
89.6340421179671,79.9230062203842,100.0,4.477853834299554,3.645071703138186,10.928409767186816,6.993660183106099,8.194279680519607,11.318843632104002,12.758518727630747,7.172201440219514,0.7576063082335746
95.85056465490464,77.26062065677543,83.12434920665834,2.0763521317787954,4.170544273008704,9.37160098214856,8.9605841492463,5.088099467995876,10.983204925882369,12.78834601386812,7.148187481566527,0.751809258429708
87.66839048321066,85.6691148009402,91.57591574032152,4.01595643969989,4.0366060936188735,6.945650904617154,9.469856058133164,6.547537934307619,11.29710317882983,13.19708233262333,7.345473355827037,0.6847794399674584
93.1571512271006,99.53320576487866,89.1200824633855,5.990996688750314,3.9812898381012216,8.301855699636665,6.126225386330633,4.0,11.550491194569082,13.397938369653165,7.0106710646001735,0.7612986951679223
93.49319260578976,94.90943699722904,95.7684132302306,7.235447837484099,3.801753748713888,9.012079329406342,13.754876070520217,8.587272616048471,11.424896003146364,13.452944834695186,7.305828894495066,0.69233739611771
94.5740393517166,93.77053318705669,88.49402383839588,9.380608790030742,4.109349423031793,16.633755796546605,7.2677710051605295,4.0,11.008008997044634,12.877432913410155,7.069867033644412,0.6346665000960638
89.55460454522864,85.54565923131801,12.07743862202308,4.107609373691591,4.44205637205099,6.774891504695786,10.007465822220444,10.0,12.331007174622052,13.727855962081811,6.82122371998292,0.7831908591817837
93.6306128659872,11.945557535858583,12.09741142049215,3.8391134980309234,1.0150014565015613,12.17981738186384,7.469596787711824,4.0,4.483974476427299,4.820650146582752,7.118384381134359,0.7705232645033401
67.04932246641062,24.52353238663665,12.415251393282878,4.010970556092042,2.1240581486035897,7.4127909974175505,9.615925053518904,4.0,6.885746278585285,7.96249384544368,6.96132901111024,0.7862299469690728
97.73881447432358,18.024825623141247,7.505447217145004,4.089785446643251,2.975880884756624,0.0,7.337121624697495,10.0,9.25625397286505,10.52353674630048,6.882951711552623,0.7604260167882549
88.14412826185061,29.690970120073803,11.640233259070692,3.9112280843417855,3.773991102809489,0.0,10.948792110681046,7.643807659688813,10.514437820495608,11.468719143256024,6.850124401797055,0.774447691868756
90.68467640687857,51.78486959698402,12.224343357386118,4.1913895619752655,4.849621850873335,0.5206311792180909,8.709827527253717,6.831544789598219,12.669251305109862,14.030632595704182,7.032668182948943,0.7318323690579832
87.48732330178771,69.83572650028599,16.084024348388287,4.130410416838482,6.056480507054351,0.0,4.571143441751143,7.756388346209437,14.177594252954307,16.17650396855445,7.103055775544356,0.748717603169493
99.96764128086222,94.47640087033666,13.411090062790118,3.755080412215509,6.905957069136463,0.0,4.03199706921675,4.0,19.69247234934826,21.763036464635658,6.998116551533231,0.7239289105177793
68.67993426562771,7.155503747435258,15.727664587075674,3.6732641431373856,4.265069040268456,8.473217070968952,5.446308688749205,7.612240146498994,20.49065760523031,24.483411467863764,7.183354781095058,0.7569129687611454
76.39810962820005,73.22938030037147,3.988686187464873,3.785362694908735,4.018051803535641,12.967932666166895,7.161298262840639,6.217591954501772,11.133837459498867,12.878321923939229,4.046489768417313,1.0351443265867732
85.04006758505244,93.25386402953608,0.0,3.979733242260072,4.054285455968135,7.79899289712719,8.579423582497702,6.43405022070634,10.532038218317634,12.936339544196642,4.826071247007046,0.9191369126600412
95.9164187347554,81.93977815562091,1.1190024368873563,3.744458916997556,3.677870323672432,6.319510631498213,9.983676098546407,4.474472121449768,11.102312560598794,12.866279522604628,6.042649873294504,1.1409015526924673
94.36785963781294,99.56638071337692,0.7284491285647423,3.837301547038443,4.17575333150865,13.089316788974369,10.272763537080072,4.0,11.656113232675857,12.344365283063697,7.283893524747213,1.1368353916166003
85.76629146812914,84.11687351251642,0.0,3.784646768334921,3.760534787038244,5.376866893289544,11.27722832640736,4.0,10.976015063929632,12.729779537938942,7.85782508611922,1.6740022778471388
84.93650755465657,83.7796180443359,0.0,3.791020238106082,4.052649417976344,11.256317402063605,10.40479729023298,4.384583416541275,11.535959601476996,12.6378314414951,8.90671383522361,1.458262262456794
86.7186133847794,80.36621355576158,1.099675637120642,3.9192446967768166,3.9384073739802186,9.24597436637491,10.586113768396167,6.259815608965172,12.431338307653656,13.01117550005634,9.840740392831227,1.7184270317085335
83.87807167001935,100.0,14.847229403980124,4.22905563643649,3.807590361689803,8.270683152365157,6.807500259174857,7.655885158338073,11.164055887640458,12.3196115920895,4.0,0.6020115252682239
88.44216995528299,95.80686309620998,18.87986380586026,4.518050911633398,4.143650296318046,13.871048034668064,10.674217054600804,9.222808510154074,10.191563758548185,13.1040073480025,4.987646491693645,0.4073820659520265
80.06252210531726,60.50479437267148,14.875884195451489,3.7748559111132014,3.843233515809928,11.752109426271904,6.014774891368143,9.165623210197255,10.962098299213716,13.293706739431878,5.938835988800658,0.2719058781716771
97.29996299742356,22.00133740281894,16.818011691584058,3.732793799993752,4.158001524853802,0.0,6.749022689680164,6.922544536393394,10.886931435875796,12.336272661750533,6.953095049731499,0.2300316026374647
93.67677211676384,36.30518055552153,15.724573837643003,4.1966442151056125,3.931587768425337,7.806875967927242,8.787196567670714,7.841618423582649,10.873123133830635,12.717611140562422,8.049712082961694,0.1529374626994033
90.32568432236172,91.32935677805956,17.801586544243836,4.081522601165715,3.8224400925091575,5.698461663150201,8.390586873066038,8.129314596627768,10.970494155710472,12.609957071890584,9.095412887474398,0.4180989313519463
90.3160588867294,100.0,24.28212346724288,4.381445142066567,4.060612462543958,10.53275034000396,7.511991767448816,10.0,11.7170298785877,13.054281865441324,9.963756172699828,0.5453269487936551
113.89461099577,87.34952762592243,91.86245523307304,4.593911414248894,3.76316207053214,9.06005974447458,11.75256027136984,4.350585639244159,11.70253309234893,12.472576236340698,6.909016385329079,0.7466265697827754
65.90981390108544,100.0,95.69587763416284,4.205725826155378,4.185359559387754,5.153606112660664,11.98081608968426,10.0,11.195120945883035,12.110634029052983,7.034529749972843,0.7998423247442964
71.52025330137121,96.491434426847,87.22250302491501,4.252990654433664,3.804018692888945,8.997674389697892,8.171255565132853,6.2871765688105326,10.20600055020067,13.11777192066325,7.348907518972309,0.7260938696690946
94.9695697575268,74.05134892661246,57.04283414568408,0.8847123723369205,3.829927326923985,7.732484284938296,10.50101111146369,7.881224279668591,11.570548528567215,12.609742419784313,7.251281817649961,0.7980085251913681
95.5150344975481,69.92031169632229,65.61853643262864,1.73833958544164,4.339470483415677,11.96202902960044,11.523743243055824,4.4203903697923135,12.357243764909096,11.997818551964174,6.888036772687829,0.7635326915819595
88.46530955976854,81.59642177035572,88.34731416883213,2.194079833701559,4.07324544444531,7.989672342868515,12.632762086904364,4.0,11.872033259756655,11.912285830608932,7.055395521611774,0.698079407444822
68.91876410198279,81.11954692963671,81.5415758618998,3.95035102587366,4.005248426719639,9.972829939557046,10.417476512144342,4.0,11.136535868513713,13.569646868362128,7.154477820422883,0.7667434457717937
88.90873146716619,86.69209535286244,98.78108911577957,5.262462471134673,4.108632640292649,13.733324075324914,10.809393919808594,8.361934512214681,12.32290562850707,12.766313123075276,7.07885269506727,0.7397440271334731
75.4263427567041,86.95299222955413,81.81102217138829,2.1382053088088733,3.926380296839341,14.7075631239601,8.360262182748183,10.0,11.038715168202469,13.54655483966974,6.916016194376862,0.7874592658576403
95.33941666289668,85.08035851424903,91.86983223002883,3.742761340675628,4.164080024857849,11.180965122891315,10.222417403160414,8.106351228428846,12.391038519949646,12.31484440834318,7.079799889931956,0.7022789215132588
79.67258417313825,85.51103585318893,91.58926423816044,6.057253166734345,4.103247727972077,17.009333670873485,11.42431076476877,8.402549958325523,10.954898600982103,12.554219715726044,6.978590101523815,0.7123247888206707
106.07855322466534,100.0,95.31364713439656,7.805419498122141,3.961497537614509,1.7847680266569703,12.897219608256528,4.0,10.946436211028386,12.26429984705862,7.016495727531295,0.868919768809592
91.42818306812616,100.0,92.05095741013444,9.96173199777148,3.960884890052309,2.3161044838520057,14.468654506192893,4.0,11.194983912469317,13.152627361751875,7.125611569211176,0.7633794301902479
97.09158257651104,89.07551082838732,10.394188625176213,3.96030237497392,4.041886502765884,14.560530892349528,7.8309084523421,8.905267997962182,11.435258491365165,13.236574020467492,7.086356864971137,0.778605963013936
90.72192879154322,15.476138449534496,15.35453835642844,3.976380740869565,0.7594560065434723,7.935858243851269,13.312498300391953,4.0,3.566367163929144,4.883667668802108,7.276466419169892,0.7312856078185698
88.52177759380935,16.124151264308978,14.188657936473248,3.926046649154389,2.1433543024551778,1.1021592377611158,8.583597107873704,5.493819172204219,5.831892274294411,7.067467327722904,7.046100764587349,0.7042606217216613
70.22179861306286,28.03605027149891,17.878965819096496,4.047666279509498,2.921148643521387,1.141039287496694,7.285238072102869,5.374906424985288,8.843280121733674,10.318709781758612,6.8774107414274654,0.7339438020466607
92.28086955707768,32.4141991500772,16.032729031618562,4.014323893923605,3.955529130393898,1.1976158372860264,5.7791349007815445,4.0,10.377950960548212,11.04246374948215,7.09984341432093,0.7672899853098881
81.76632610577359,54.30139700857174,15.27998341637858,3.590190753099287,4.968501261961789,3.673844342864868,10.319788583689675,4.0,11.981068136928906,13.752242817605316,6.912835927640393,0.7729098260051193
92.73771905803368,63.75000490577399,14.165585901171944,3.565449473756628,6.053802154545892,3.804728060699368,6.931530746720988,5.192508353205716,13.407800806449885,15.073275607736054,6.87179562596857,0.7563502191481549
103.92064967551674,93.7364566061407,16.799843421049523,4.376349542904458,6.850650083278237,0.5530995059015964,9.573215899821468,4.62476514699357,19.068739078325688,21.624844778880064,7.037896094980368,0.6964795822772284
97.47669732204896,15.799378721257384,15.095822112250689,3.676387083072343,4.027481762392088,0.8517733625032635,4.90163851597122,10.0,20.963694526037894,23.669301909208123,6.946381967739295,0.688130961642886
92.24305648480129,70.5157490880719,3.795471523464528,3.6609942120412327,3.9018667349948735,9.922607402535109,7.239452166303817,8.241136269332861,11.73051622661046,13.069737460165491,4.0918088471694585,0.9315359646535402
91.42751563004144,77.90279749803199,4.725553900788139,4.3644800525649545,4.155434549825538,6.100775046599916,12.75791916458484,4.022222588839176,12.01489685266152,13.530499451255867,4.963156003822566,1.0201767846092051
97.2717454929973,91.7639211205756,0.0,4.071722845458126,3.687779604370295,6.650220418636356,7.275121086450282,4.380153515704025,12.18547626963815,13.135473986604126,6.145120031147592,1.0825799347426768
81.83068117762022,79.60043726558773,3.921275306187134,4.154175113306033,3.787317399379565,5.813846075066735,6.930106326895717,6.1453909871762455,11.027946497721056,11.975748363072304,6.699853953641354,1.1175811868763736
85.74180719636509,79.21164229410655,0.6138321639938351,3.7978819748670674,4.039504267590991,9.312158052769972,11.412508110876184,4.0,12.268005031675948,12.675990152612997,8.051634533785725,1.5714015476427092
78.26774291923705,75.16753479549885,2.324701019612072,4.434071217316592,3.8141198587285263,14.33198533451452,9.114685848317816,9.09951393966405,11.437295523803217,12.684731907019932,9.455850921631544,1.5127045441077078
98.3794473034387,81.65030255381004,6.825404902737411,3.8499618921977534,3.8553913873241537,14.839372367952516,10.462864105251768,10.0,11.83043594813148,12.405098370336791,10.0,1.7308815918836324
97.48963557375887,100.0,19.68142976205398,3.7253695717969673,4.287761018817164,11.1243854583562,9.744603451538868,4.0,10.8960268128575,12.148079620561685,4.0,0.4953158552351607
95.70504157523656,100.0,16.82469232529729,4.031724359583471,4.233821566364849,9.004969317782754,5.565067335190717,5.100747605579231,11.228644000478685,12.242059645343163,5.396435110076835,0.3160115009214386
97.20174453347616,57.04717286897328,15.6311942805563,3.6483941321696713,3.9640660847554847,1.349486453650627,3.682398739243277,6.383825095629186,11.16791544483628,13.996870859818404,6.229644825347426,0.229646612828077
78.97196673277476,31.136698613175422,16.466665400332875,3.823574408169552,3.893402019345448,16.361183140730212,7.530180493228363,10.0,11.793735351821288,14.190379886550575,6.967674113683622,0.147441871776279
89.82684802017697,53.46399644300915,15.959185352921097,3.6369007084429854,3.894939933342996,6.339206308550548,6.752021844869606,4.88059063993678,11.540695364725304,12.831915869407288,7.758455928582217,0.1494079375062631
100.29166632202802,95.1807555668073,12.778850684640288,4.018282303259208,3.874542663423703,9.91076599474476,8.971733953069577,5.938069003556406,12.131618345567508,13.167479172643548,9.191140035212412,0.4628844894975394
91.42830884967437,100.0,13.091662693892292,4.154614941318743,4.170011617419605,6.92462375890026,7.069018067935009,4.133742255191953,10.72607689809298,12.92693473221325,9.971344744656188,0.5286937052748817
95.88953263232897,74.71567997788881,87.36093792697609,3.877109533313382,4.463839405814588,9.663544586860834,14.163474376741696,8.689296037339115,10.11362262954846,13.582792490575777,6.797230068748799,0.7442118991955596
82.43148342902865,96.71490537470504,83.67585473978913,3.7337076061674166,4.441659170731673,14.448544799630664,8.083845972939361,9.719782694737496,11.185155921285402,13.0736083240666,7.090616094399442,0.742524950557911
92.36631764682627,60.53877890584228,57.29373417090853,1.1340112817594772,3.951983135133261,11.156890101791314,9.75589739097983,4.998283225340476,10.13713099742358,13.310983070242807,7.046472123004116,0.72196661523155
100.01598190023228,68.98601753211025,65.10325359206367,2.2344345010788023,4.083983269969158,10.322246944671488,9.613901548891054,4.986208354791987,11.529268844642893,12.575808236405964,6.992355700513251,0.7189816535140868
85.98824524341958,81.93842259947488,86.61461191889141,2.9806935166499997,3.969072603074319,4.5401311638533945,10.76398365027528,6.369880560989132,11.68297009259653,12.335144143543776,7.1940194455904,0.7496897647070827
77.33062869643743,78.73869516232563,93.13093714999252,3.849017067183453,4.1173845293998905,6.926793670541896,5.091424557717007,5.988738307253322,11.374278089172686,12.852629323096762,7.063902109534915,0.7139731292962782
87.78405621344656,75.63480577901461,99.2144771973778,5.154351167677478,3.977473502042176,7.362097951230954,12.244741675759718,4.873691592547596,11.185934013210746,12.857463339975968,6.7768368192501525,0.7686348753214626
91.4367676188302,94.14201763291456,88.85844019704363,1.5821076155863374,4.052571057569895,9.248056708372244,7.429180918855282,5.289946256478777,11.423957333207907,12.9089164928309,7.0076628762040905,0.7682727166223698
88.94690080847045,86.32544474951727,91.83523831380138,4.59210579423503,3.9504829742029512,3.1554446788399204,12.132059345020677,5.393924616975733,10.796928316914595,12.737761828169818,6.820687399013871,0.7318744780490833
83.65679535701464,76.81416380834554,90.33249760593382,6.252125014490784,4.211725031757645,8.617636393007768,9.548337829706211,4.743418063042203,10.451974212996532,12.265773854332288,7.199813886396999,0.7345030928215673
74.15098201996321,100.0,96.71432384343736,8.040234508811288,4.272787009192392,14.14183077536172,5.194558159615459,10.0,11.760943361912933,13.277644284948783,7.200415723125301,0.7089831437473032
71.47128715238429,100.0,91.1401162501994,10.08797859557887,4.147515025697944,9.706052081290446,7.287503294878006,4.0,11.692578833708506,12.87030039977173,7.218492058162786,0.7473925514515312
83.70512081905872,84.77280892510967,18.76746213985574,3.810363869569347,3.9560405101651175,6.734494073467973,7.429449708539041,7.396307221610458,11.386702659732716,12.500006511813917,6.899958259917406,0.7329353567616211
80.4403201494105,6.572213584271824,18.61900966921162,4.020101602354136,1.2944383374852246,15.386842345985494,5.978941254227745,4.0,4.184781275809359,4.1205220919179615,7.007914809676831,0.7657722994661039
95.61761899682004,19.29406290097288,15.195469039317814,4.085285318436212,2.014234957974001,0.0,9.467032066843718,4.0,5.371058555662651,6.968227183280248,6.799811334925976,0.7488149180704673
79.1334915118187,26.703294517176417,8.8240867788269,3.909881156544613,2.896342982960712,4.086583331400342,6.7428152365724925,10.0,9.314641097913311,10.90564790994089,6.789037398547983,0.7641931054038427
94.74261162632668,40.10367987713568,17.563501150718768,3.2379639785228176,4.067113702102159,0.0,8.905451866731193,4.163690345615675,9.901035639472813,11.384552682473236,6.811303567043349,0.7927590615390013
85.77629368576433,50.30216328236375,15.295612233341762,4.039802630053773,4.788416730913986,1.1529399168535084,6.216945767415829,4.060462375212793,11.91054100854023,14.785155148451842,7.100026498434858,0.6562449054527169
100.53163006633692,50.63211380835772,12.2690658375751,3.680008563557703,5.956833377389494,1.8126590002221972,7.780179784818546,4.0,13.320876451303132,15.325165968109996,6.994492715465095,0.755253389896318
